Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Q/Mean,Q/Stdev,Q/Max,Q/Min,TD targets/Mean,TD targets/Stdev,TD targets/Max,TD targets/Min,actions/Mean,actions/Stdev,actions/Max,actions/Min
251,964.0,0.0,0.0,3932.0,3932.0,8.0,1966.0,0.4710800000000246,,,1.0,341.9014551639557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7308435,0.5050078,5.165444,3.5341074,,,,,0.0657205,0.9398303,0.9992433,-0.99862736
252,971.0,0.0,0.0,3948.0,3948.0,8.0,1974.0,0.4708400000000248,7.069601398321222,7.069601398321222,1.0,343.20330476760864,10.454122876083488,10.454122876083488,0.0,,,,,,0.3964016011783055,0.08872155919795009,0.5551948547363281,0.26403290033340454,0.00010000000000000002,1.3552527156068805e-20,0.0001,0.0001,2.3627293,0.6451438,3.5787792,1.4696527,3.9676126422085587,2.015881845085971,7.044905402586141,0.8857484609724553,,,,,,,,,,,,,,,,,,,,,4.469504,0.6947749,5.430733,3.2043393,4.3499461710590195,1.6788658310621618,6.19369076008733,0.7966292574318398,-0.10569191021099655,1.7141880721500393,3.5009408961531117,-2.4215773537461667
253,977.0,0.0,0.0,3960.0,3960.0,6.0,1980.0,0.47066000000002495,4.9599285818412735,4.9599285818412735,1.0,344.487455368042,,,,,,,,,0.3717254877090454,0.1397839601980214,0.6051801443099976,0.2275974601507187,0.0001,0.0,0.0001,0.0001,1.3781711,0.43748808,2.0422518,0.86435115,2.8872022841090366,1.4082370023808204,4.947552921057677,0.8251137242613378,,,,,,,,,,,,,,,,,,,,,5.164879,0.67751926,5.8968205,3.906251,4.3994770539646035,1.6211483074597477,6.338965517697065,0.8130246948763651,0.04321941525357853,1.5012641237887778,2.353185616713888,-2.837953316922896
254,986.0,0.0,0.0,3978.0,3978.0,9.0,1989.0,0.4703900000000252,7.312077963177589,7.312077963177589,1.0,345.85058403015137,,,,,,,,,0.4253071956336498,0.06594714867260083,0.4906403422355652,0.3154902458190918,0.0001,0.0,0.0001,0.0001,1.198941,0.56017166,2.254307,0.48296037,4.061519178363118,2.08505272223033,7.282807097669991,0.8194935035393193,,,,,,,,,,,,,,,,,,,,,4.9315567,0.38374534,5.68784,4.5401664,4.22263518143507,1.7156100692746112,6.194319900440123,0.7986251486781853,-0.21659885299635415,1.3752118986294506,2.6713878929309045,-2.228902909939828
255,996.0,0.0,0.0,3998.0,3998.0,10.0,1999.0,0.47009000000002543,9.05569145341728,9.05569145341728,0.0,347.3326916694641,,,,,,,,,0.3399867117404938,0.0703984120144861,0.48259061574935913,0.26279574632644653,0.0001,0.0,0.0001,0.0001,0.99762684,0.37120947,1.775796,0.47957978,4.975381822371813,2.5859809524518003,9.014952587781341,0.9115700233024345,,,,,,,,,,,,,,,,,,,,,4.006892,1.4275097,5.748325,1.8406402,4.1915061765130215,1.680043725905432,6.258193878668228,0.804428369744033,-0.18651110417924643,1.3956682862655525,2.902403367871186,-2.186173961873421
256,1004.0,0.0,0.0,4014.0,4014.0,8.0,2007.0,0.46985000000002564,6.423751444542589,6.423751444542589,1.0,348.7891139984131,,,,,,,,,0.42988439968654085,0.11799238649135291,0.6047930717468262,0.24559837579727173,0.00010000000000000002,1.3552527156068805e-20,0.0001,0.0001,1.8237301,0.6703806,3.0278606,0.87771535,3.6044725388383405,1.8333300357320685,6.401316981213095,0.8009010367727862,,,,,,,,,,,,,,,,,,,,,4.488372,1.1455233,5.649164,2.7822917,3.8727880132817893,1.864037929613348,6.353608604349935,0.7986251486781853,0.23450373473497121,1.3456250956441522,2.2806980132994354,-2.352390403959191
257,1018.0,0.0,0.0,4042.0,4042.0,14.0,2021.0,0.469430000000026,12.685975494368241,12.685975494368241,1.0,350.52328634262085,,,,,,,,,0.3215599266382364,0.08643945949549617,0.4549459218978882,0.17522788047790527,0.00010000000000000002,1.3552527156068805e-20,0.0001,0.0001,1.1425512,0.43761027,1.9411916,0.45304537,6.737703377595876,3.637775244519204,12.604251898980882,0.8884695749700932,,,,,,,,,,,,,,,,,,,,,4.707578,0.9888947,5.7368717,2.426813,4.433138213393585,1.6909219282656753,6.205159200042746,0.7966292574318398,-0.4013677296217985,1.295699419330875,2.891959281167235,-2.389107725938547
258,1023.0,0.0,0.0,4052.0,4052.0,5.0,2026.0,0.4692800000000261,4.845494646176833,4.845494646176833,1.0,351.6384308338165,,,,,,,,,0.25858883559703827,0.08625343513262612,0.38961896300315857,0.17282624542713165,0.0001,0.0,0.0001,0.0001,1.2173313,0.52040684,1.866782,0.6308515,2.903524859313918,1.366703648830443,4.835812834714979,0.9699932492423283,,,,,,,,,,,,,,,,,,,,,4.069993,0.89439064,5.1686015,2.9320393,4.593500782843781,1.5427605876525972,6.1974670942763765,0.7986251486781853,-0.7066585281551292,1.0089955832011561,0.9206044632356253,-2.4630944584751804
259,1032.0,0.0,0.0,4070.0,4070.0,9.0,2035.0,0.46901000000002635,7.917093711013143,7.917093711013143,1.0,353.14983773231506,,,,,,,,,0.26294899731874466,0.04492223141094229,0.32047736644744873,0.17970897257328033,0.0001,0.0,0.0001,0.0001,1.2505426,0.6164718,2.6588123,0.4039598,4.381372931784889,2.2616444865293452,7.885546901528609,0.8780298529033553,,,,,,,,,,,,,,,,,,,,,5.2929306,0.46794543,5.9695663,4.3156757,4.523312913721597,1.5951781042616011,6.256498125642912,0.7966292574318398,-0.14033863252130122,1.5997498222428108,2.0179223514320936,-3.592394672617134
260,1040.0,0.0,0.0,4086.0,4086.0,8.0,2043.0,0.46877000000002655,7.3398826581191585,7.3398826581191585,0.0,354.4529950618744,,,,,,,,,0.3038422678198133,0.09592472281558366,0.4351067543029785,0.17555932700634003,0.00010000000000000002,1.3552527156068805e-20,0.0001,0.0001,1.9011586,0.50066847,2.6327052,1.1719383,4.122107640204078,2.0932530629892194,7.314220017014541,0.9195768625659879,,,,,,,,,,,,,,,,,,,,,5.2705555,0.58525896,5.7465744,3.8581052,4.423548128360078,1.637219149885525,6.2563413864284145,0.7946023974145736,0.3812267871819589,1.41968618813555,3.035350771682838,-1.8774720723828047
261,1056.0,0.0,0.0,4118.0,4118.0,16.0,2059.0,0.46829000000002696,14.097178588310298,14.097178588310298,1.0,356.31767773628235,,,,,,,,,0.34482807318369546,0.07387860924200225,0.48631951212882996,0.2319542020559311,0.00010000000000000002,1.3552527156068805e-20,0.0001,0.0001,1.3284131,0.65908897,3.198316,0.5750121,7.474429260262573,4.021628480652597,13.991579299445544,0.8920346863655773,,,,,,,,,,,,,,,,,,,,,4.84793,0.6597917,6.020009,3.6346927,4.307598661100246,1.7121939883961168,6.31152242970062,0.7966292574318398,-0.02607084714368682,1.4309040090953467,2.582976135954766,-3.251355132777293
262,1064.0,0.0,0.0,4134.0,4134.0,8.0,2067.0,0.46805000000002717,7.2791955703889215,7.2791955703889215,1.0,357.7538104057312,,,,,,,,,0.3485547240291323,0.1126172006679842,0.5179573893547058,0.15506570041179657,0.00010000000000000002,1.3552527156068805e-20,0.0001,0.0001,1.615563,0.73554486,2.838993,0.82336086,4.082452653878459,2.076832726642296,7.253789738896791,0.908623071805797,,,,,,,,,,,,,,,,,,,,,4.0372686,1.7138032,5.847923,1.4929332,4.304799390201933,1.6226947672581504,6.259176182238808,0.7964199120297172,-0.23213965428187563,1.250992234193854,1.6165202664227465,-3.5429101460596715
263,1083.0,0.0,0.0,4172.0,4172.0,19.0,2086.0,0.46748000000002765,118.42595647943727,118.42595647943727,1.0,359.7668037414551,,,,,,,,,0.4235391343633334,0.10657235417188914,0.6152086853981018,0.22432246804237366,0.0001,0.0,0.0001,0.0001,1.5754803,0.81865466,3.5783565,0.47215912,67.10433767007363,53.71468396119066,117.26824230601189,0.9274333337272423,,,,,,,,,,,,,,,,,,,,,4.4040217,1.1862426,5.555657,1.5451665,4.297506238825091,1.6985102025538141,6.279683360046102,0.7674271992027184,-0.6657697424903479,1.312115264504085,2.132405222924578,-3.0266198692305486
264,1090.0,0.0,0.0,4186.0,4186.0,7.0,2093.0,0.46727000000002783,6.231108723714062,6.231108723714062,1.0,361.0390954017639,,,,,,,,,0.2944466968377431,0.021460991670228382,0.3200959265232086,0.2638533413410187,0.0001,0.0,0.0001,0.0001,1.138663,0.37418243,1.8296584,0.7382703,3.5507640999258885,1.7751151233114304,6.212465840855436,0.8879034592555218,,,,,,,,,,,,,,,,,,,,,4.532712,1.2535329,5.786042,2.4152696,4.485413132355462,1.595777199872499,6.276942126315662,0.7986251486781853,-0.11552283802443056,1.3649010710830014,1.9274520655560858,-2.7309623221255235
265,1102.0,0.0,0.0,4210.0,4210.0,12.0,2105.0,0.46691000000002814,10.43313238006267,10.43313238006267,0.0,362.6333818435669,,,,,,,,,0.3521460077979348,0.0996821430070886,0.5354636311531067,0.16297829151153564,0.0001,0.0,0.0001,0.0001,1.7922001,0.8142388,4.001525,0.867484,5.644557616711285,2.977705569276555,10.375773462124258,0.87918148580987,,,,,,,,,,,,,,,,,,,,,4.983167,0.7612978,5.9308214,3.6626947,4.202050951685747,1.7153730948876604,6.2385585247954225,0.7674271992027184,-0.043827408267834524,1.3211408860278935,2.8470059321813093,-2.137611886284999
266,1111.0,0.0,0.0,4228.0,4228.0,9.0,2114.0,0.46664000000002837,7.963596519433333,7.963596519433333,1.0,364.0358233451843,,,,,,,,,0.4438222795724869,0.14567306016308387,0.8059684634208679,0.31530067324638367,0.0001,0.0,0.0001,0.0001,1.7452393,0.6852013,2.695501,0.6650838,4.418182168081401,2.273074258522022,7.931764644565167,0.8883910610367014,,,,,,,,,,,,,,,,,,,,,5.2629733,0.2673322,5.582827,4.809998,4.259552411253105,1.6996914065273392,6.329573150558439,0.7964199120297172,-0.13590408869775195,1.5994431774865472,3.4644535552740385,-2.5317374229986127
267,1119.0,0.0,0.0,4244.0,4244.0,8.0,2122.0,0.46640000000002857,6.7623825059661895,6.7623825059661895,1.0,365.38020157814026,,,,,,,,,0.3998532295227051,0.15830470858605564,0.6624235510826111,0.20812608301639557,0.00010000000000000002,1.3552527156068805e-20,0.0001,0.0001,1.8870898,1.0924457,3.7483063,0.42791474,3.7992297498233523,1.9283068306793454,6.738727395362966,0.8473994836056642,,,,,,,,,,,,,,,,,,,,,5.4822683,0.33849576,6.0032,5.063588,4.365768603397751,1.621951684492433,6.330783279515815,0.7966292574318398,-0.04402608324834831,1.2917529126759013,2.5922213551600666,-2.0836499241607163
268,1130.0,0.0,0.0,4266.0,4266.0,11.0,2133.0,0.46607000000002885,10.386865072998752,10.386865072998752,1.0,367.0801498889923,,,,,,,,,0.3233833461999893,0.09024380979490466,0.4987219572067261,0.18337644636631012,0.0001,0.0,0.0001,0.0001,1.2931507,0.62550634,2.4765115,0.6081711,5.637163251069898,2.9737969585552473,10.335191468705688,0.9360415808137785,,,,,,,,,,,,,,,,,,,,,5.1389127,0.40611497,5.6156497,4.3320665,4.40405598677501,1.6177587243100522,6.364198931137884,0.8026322950634099,-0.11252651864012501,1.586227346731168,2.4961400539531624,-3.5893529698560567
269,1140.0,0.0,0.0,4286.0,4286.0,10.0,2143.0,0.4657700000000291,9.283197823613545,9.283197823613545,1.0,368.55240082740784,,,,,,,,,0.34850038091341656,0.09650760504087544,0.49462956190109253,0.22982820868492126,0.0001,0.0,0.0001,0.0001,1.6317447,0.98685765,4.2938414,0.9649407,5.089587153993154,2.651657974239384,9.241543495569182,0.9308571810431641,,,,,,,,,,,,,,,,,,,,,4.997184,0.95973855,5.796947,2.3027494,4.454602882580251,1.6373971280564585,6.310757924791344,0.8026322950634099,0.28895623233296847,1.371133751404135,2.407887090949382,-1.9024228031291899
270,1153.0,0.0,0.0,4312.0,4312.0,13.0,2156.0,0.46538000000002944,11.442288865943281,11.442288865943281,0.0,370.1979742050171,,,,,,,,,0.5736589655280113,0.8734362742601997,3.4494946002960205,0.11430585384368896,0.0001,0.0,0.0001,0.0001,1.293033,0.6182596,2.4667318,0.47628805,6.125759238217379,3.2759788969664685,11.374028023870325,0.8743951955776122,,,,,,,,,,,,,,,,,,,,,5.223229,0.5173944,5.7959285,4.143185,4.6244440273597345,5.350962443514192,104.0542152413044,0.7966292574318398,0.011953733872929528,1.3024685406358427,2.570916340689199,-2.4448994068759564
271,1165.0,0.0,0.0,4334.0,4334.0,10.0,2167.0,0.4650500000000297,,,1.0,377.54441118240356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2588377,0.80170375,6.0488997,3.5622683,,,,,0.032225184,0.9431461,0.99931186,-0.9990914
272,1181.0,0.0,0.0,4368.0,4368.0,17.0,2184.0,0.46454000000003015,16.70260291241476,16.70260291241476,1.0,379.4142589569092,12.445034275106398,12.445034275106398,0.0,,,,,,0.4821040630340576,0.10308244374175887,0.689289391040802,0.2715469002723694,0.0001,0.0,0.0001,0.0001,2.7917283,1.8598381,7.15209,0.91430515,8.80125762955876,4.771674212435297,16.569551083796057,0.9842225293341651,,,,,,,,,,,,,,,,,,,,,5.891889,0.6704047,6.7375374,3.651271,4.9352472692550755,1.9267126826124163,7.189395071390679,0.7674271992027184,0.004940491752415131,1.2905779860682816,2.976901537094842,-2.7276690655298044
273,1189.0,0.0,0.0,4384.0,4384.0,8.0,2192.0,0.46430000000003036,7.085513308864064,7.085513308864064,1.0,380.78699493408203,,,,,,,,,0.5569561677319663,0.1078437535015323,0.7224144339561462,0.37564778327941895,0.00010000000000000002,1.3552527156068805e-20,0.0001,0.0001,2.7136416,1.4069436,4.8405666,0.9089702,3.975330275466362,2.021000046827149,7.060771438098431,0.8858501871913416,,,,,,,,,,,,,,,,,,,,,6.122034,0.5428887,6.7876267,4.873089,4.698884691528572,2.013728299666336,7.280206122793996,0.8272249470193177,-0.1914706816249156,1.3180589382846086,2.7718327159436664,-2.6415823474646087
274,1201.0,0.0,0.0,4408.0,4408.0,12.0,2204.0,0.46394000000003066,10.44392548438445,10.44392548438445,1.0,382.470828294754,,,,,,,,,0.5093083164908669,0.11053417025658202,0.6943415999412537,0.2953140437602997,0.0001,0.0,0.0001,0.0001,2.545182,1.2829146,4.821466,1.1660801,5.62302364782816,2.9900617774424325,10.386836036647159,0.8634694341908912,,,,,,,,,,,,,,,,,,,,,5.7899833,0.5048959,6.4315767,4.5770035,4.936041569521747,1.9915548257382534,7.129064513090661,0.7674271992027184,-0.1269835901996753,1.2481520354828743,2.8640353374438816,-2.070657522347571
275,1216.0,0.0,0.0,4438.0,4438.0,15.0,2219.0,0.46349000000003104,13.06895457852888,13.06895457852888,0.0,384.45608711242676,,,,,,,,,0.558785862156323,0.14647387628024988,0.7485561966896057,0.32849225401878357,0.00010000000000000002,1.3552527156068805e-20,0.0001,0.0001,2.1133668,1.0533546,4.7746406,0.8437792,6.955344563703521,3.73025900095628,12.97760201208541,0.879897706693207,,,,,,,,,,,,,,,,,,,,,4.976793,1.5053446,6.561254,1.5091746,4.646204496332103,2.1437962419374004,7.095269956018127,0.7986251486781853,-0.17251094410570336,1.0697416462322187,2.0909212466768192,-2.1672342535353337
276,1225.0,0.0,0.0,4456.0,4456.0,9.0,2228.0,0.4632200000000313,7.348762153400321,7.348762153400321,1.0,385.90931582450867,,,,,,,,,0.48810097947716713,0.1138775989512058,0.6067281365394592,0.2738504409790039,0.0001,0.0,0.0001,0.0001,2.7962353,1.3200027,5.0367517,0.9176098,4.07412224988557,2.0969825409892073,7.319414467618969,0.8204775421269638,,,,,,,,,,,,,,,,,,,,,5.049735,1.1711695,6.408823,3.3090868,4.9318357286574415,1.967236318621254,7.100318774657567,0.8098357932894243,-0.5545544690476122,1.371120245560249,1.6389136789758911,-3.4027995805553517
277,1236.0,0.0,0.0,4478.0,4478.0,11.0,2239.0,0.46289000000003155,10.222858467804178,10.222858467804178,1.0,387.52142906188965,,,,,,,,,0.45795452892780303,0.06792363577964679,0.5800156593322754,0.3446701467037201,0.0001,0.0,0.0001,0.0001,3.4136937,2.0437188,8.074382,0.9511871,5.552667018286236,2.923702929450511,10.171951081684712,0.9275328223161554,,,,,,,,,,,,,,,,,,,,,5.985579,0.42258748,6.557006,5.2608304,5.090238751259649,1.8651345775496053,7.166258123780883,0.7946023974145736,0.28826979194571245,1.675436571975159,2.8594340631069675,-3.477709769347985
278,1246.0,0.0,0.0,4498.0,4498.0,10.0,2249.0,0.4625900000000318,9.223055902067406,9.223055902067406,1.0,388.9785327911377,,,,,,,,,0.48351141810417175,0.12643607856292194,0.6556363701820374,0.32518842816352844,0.0001,0.0,0.0001,0.0001,2.5667424,1.4460773,6.3062077,1.2534363,5.051449418736084,2.63745496897425,9.181723131011056,0.9193375840023009,,,,,,,,,,,,,,,,,,,,,6.196149,0.28382444,6.5448174,5.6755357,4.920405824480822,2.02790408302832,7.131253617569206,0.7674271992027184,-0.8717694816537046,1.1341366203784762,1.0795068229009603,-2.543157464131426
279,1260.0,0.0,0.0,4526.0,4526.0,14.0,2263.0,0.46217000000003217,11.563634913968789,11.563634913968789,1.0,390.74977374076843,,,,,,,,,0.3598009955424529,0.12287364431160235,0.6375621557235718,0.21732203662395477,0.00010000000000000002,1.3552527156068805e-20,0.0001,0.0001,2.5893402,1.2773644,5.374548,0.5963088,6.184767895322059,3.3006005405716783,11.488536700134414,0.8351941250645345,,,,,,,,,,,,,,,,,,,,,5.5331535,0.86836827,6.699314,3.920178,5.0717341364656034,1.8820467762864848,7.125333543421517,0.7674271992027184,-0.09682500919991721,1.586690069655429,2.6059884842118612,-3.193092557420268
280,1270.0,0.0,0.0,4546.0,4546.0,10.0,2273.0,0.4618700000000324,8.142127251561142,8.142127251561142,0.0,392.26446866989136,,,,,,,,,0.5040680766105652,0.1136408990118113,0.6612366437911987,0.2798937261104584,0.0001,0.0,0.0001,0.0001,2.1649125,0.7849248,3.1798065,0.8615213,4.468784315300267,2.327723320655148,8.1055449533615,0.8139044790112845,,,,,,,,,,,,,,,,,,,,,5.5902915,0.7354496,6.53593,4.4416347,4.969150646666697,2.0208409768718214,7.036558126849057,0.8126559057360031,-0.5254262610937392,1.4146213339565752,2.2561857261807803,-2.812284963235233
281,1277.0,0.0,0.0,4560.0,4560.0,7.0,2280.0,0.4616600000000326,5.675976095315354,5.675976095315354,1.0,393.55956959724426,,,,,,,,,0.3950583686431249,0.041447054457365226,0.45343250036239624,0.3316349983215332,0.0001,0.0,0.0001,0.0001,2.9854202,2.1435497,7.2253118,0.9629825,3.237493044147982,1.6155836405646522,5.6589726166229415,0.8120921628280933,,,,,,,,,,,,,,,,,,,,,5.668541,0.8063971,6.332374,3.8024883,5.09596371291835,1.858604354688839,7.012414756697537,0.8130915258413625,-0.07459399035049923,1.6500976836647436,3.004116612096179,-2.7427634103221106
282,1290.0,0.0,0.0,4586.0,4586.0,13.0,2293.0,0.46127000000003293,11.629987995311817,11.629987995311817,1.0,395.24924182891846,,,,,,,,,0.7033101320266724,0.8490572387973281,3.4971249103546143,0.3269244134426117,0.0001,0.0,0.0001,0.0001,3.731087,2.5595498,8.707276,0.7053635,6.257479405339816,3.3217199233557735,11.560200964006402,0.9020622917530777,,,,,,,,,,,,,,,,,,,,,4.7859354,1.3552697,6.3924584,2.4277527,5.20483470168205,5.486427161740275,105.48783925282098,0.7946023974145736,0.07323240857009142,1.461928560239822,3.0035992848846638,-2.5855555327297832
283,1300.0,0.0,0.0,4606.0,4606.0,10.0,2303.0,0.4609700000000332,8.413868965990984,8.413868965990984,1.0,396.77433037757874,,,,,,,,,0.42628317409091526,0.16017764685711758,0.8263367414474487,0.25263264775276184,0.0001,0.0,0.0001,0.0001,3.4449587,2.1479168,8.145974,0.76943815,4.609666847443738,2.4058326843382005,8.376148445962508,0.8391229681082195,,,,,,,,,,,,,,,,,,,,,6.0842247,0.36590663,6.3957114,5.2144337,5.0986819760645545,1.8869521357454568,7.123930174733795,0.7966292574318398,0.06749741826354257,1.2035062942612327,2.2766839753251515,-2.2267618688689383
284,1318.0,0.0,0.0,4642.0,4642.0,18.0,2321.0,0.46043000000003365,15.93605428052707,15.93605428052707,1.0,398.7976863384247,,,,,,,,,0.4619377027539646,0.09850679214129661,0.6864261627197266,0.3185575604438782,0.0001,0.0,0.0001,0.0001,4.733829,2.7551835,10.528019,0.77521557,8.330517695491347,4.565414634275039,15.801906868877106,0.867308342177688,,,,,,,,,,,,,,,,,,,,,4.9379506,1.8153934,6.6745586,1.5550249,4.922366002004306,1.9856870331980516,7.196646329798543,0.7946023974145736,-0.11633076385257768,1.1561848398086176,2.1311679073719634,-2.3229345780814183
285,1329.0,0.0,0.0,4664.0,4664.0,11.0,2332.0,0.4601000000000339,10.262856958739304,10.262856958739304,0.0,400.3881936073303,,,,,,,,,0.4850763142108917,0.12207938462782134,0.655444860458374,0.26792481541633606,0.0001,0.0,0.0001,0.0001,3.8996449,2.9349592,9.827434,1.0819767,5.572667213674847,2.934427468649433,10.211769388777657,0.9312050298111726,,,,,,,,,,,,,,,,,,,,,5.4453716,0.9722877,6.6899467,3.925401,4.700126686432958,2.0661727326472863,7.022981476248842,0.8009010367727862,0.2347681586560439,1.2669649971593286,2.5810048070241995,-2.6436889759326214
286,1335.0,0.0,0.0,4676.0,4676.0,6.0,2338.0,0.4599200000000341,5.898509006212226,5.898509006212226,1.0,401.58294653892517,,,,,,,,,0.580638074874878,0.1386605062934816,0.784052848815918,0.35902494192123413,0.0001,0.0,0.0001,0.0001,2.945787,0.58411586,3.9532936,2.198125,3.434418367584625,1.6740692210983326,5.883786282289007,0.9828406156944803,,,,,,,,,,,,,,,,,,,,,5.769499,0.9926594,6.669027,3.7116342,4.766267066301158,1.9927540002179294,7.171667900004231,0.8120921628280933,-0.3171725077465007,1.530895679097865,1.7660692258969721,-3.4321464938684185
287,1342.0,0.0,0.0,4690.0,4690.0,7.0,2345.0,0.45971000000003426,5.667331143247329,5.667331143247329,1.0,402.896803855896,,,,,,,,,0.5256577680508295,0.1906110974635212,0.7749574184417725,0.19919666647911072,0.0001,0.0,0.0001,0.0001,3.8199537,1.4010726,5.7148423,1.958262,3.2337961647090046,1.6124636430406887,5.650344915009375,0.8124124145313891,,,,,,,,,,,,,,,,,,,,,5.2373505,0.96623623,6.2237787,3.8282564,4.936127763737463,1.9841311248737987,7.112069767232663,0.8009010367727862,0.15168951696128818,1.0010512050868945,1.7337846375135628,-1.62548185239498
288,1354.0,0.0,0.0,4714.0,4714.0,12.0,2357.0,0.45935000000003456,10.415883557622047,10.415883557622047,1.0,404.51623582839966,,,,,,,,,0.3743444938551296,0.1224350490258607,0.6294329762458801,0.22992274165153503,0.0001,0.0,0.0001,0.0001,2.752942,1.3031514,5.2279716,1.1335367,5.622196868335027,2.9798487495172954,10.3587759711732,0.8655877427167782,,,,,,,,,,,,,,,,,,,,,5.6501026,1.0068058,6.575677,2.72463,5.003415224828689,1.891119401219049,7.159963033320199,0.8130886735101167,0.07701318892490214,0.9880387228927561,2.496747801394143,-1.8989207248633164
289,1361.0,0.0,0.0,4728.0,4728.0,7.0,2364.0,0.45914000000003474,6.71463237900887,6.71463237900887,1.0,405.786434173584,,,,,,,,,0.3915799508492152,0.08005736809145973,0.4874780476093292,0.2710960805416107,0.0001,0.0,0.0001,0.0001,3.6609519,1.336519,6.320925,2.5220244,3.8259224653739268,1.9129424925689233,6.694545467218471,0.9565687045559594,,,,,,,,,,,,,,,,,,,,,5.222671,1.7175637,6.757805,1.6556095,4.96803073863435,1.976076291849181,7.083831485010673,0.8130915258413625,-0.037415455398106354,1.815569921111244,2.9048183941240735,-2.7022289713794168
290,1372.0,0.0,0.0,4750.0,4750.0,11.0,2375.0,0.458810000000035,9.117143199730696,9.117143199730696,0.0,407.2933418750763,,,,,,,,,0.41087530702352526,0.14221726758490474,0.5873036980628967,0.19985568523406982,0.0001,0.0,0.0001,0.0001,2.7253149,0.68144643,4.2191715,1.8018998,4.954414563916826,2.6062588465555683,9.071716355883495,0.8285823818560762,,,,,,,,,,,,,,,,,,,,,5.6292987,0.8631064,6.4130654,3.5272143,5.126074029014083,1.8887770846462413,7.220537603739313,0.7674271992027184,0.41809430470053904,1.109641221805693,2.387453668908245,-1.6965250815991086
291,1390.0,0.0,0.0,4784.0,4784.0,8.0,2392.0,0.45830000000003546,,,1.0,414.7660081386566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.191182,0.600285,6.671938,4.733622,,,,,-0.2965316,0.84354067,0.9984615,-0.9986315
292,1398.0,0.0,0.0,4802.0,4802.0,9.0,2401.0,0.4580300000000357,8.104357424418952,8.104357424418952,1.0,416.11486411094666,10.883723868549225,10.883723868549225,0.0,,,,,,0.5485004596412182,0.13126861061684686,0.7778280973434448,0.40410181879997253,0.0001,0.0,0.0001,0.0001,4.8694425,2.2904058,8.124363,1.4832718,4.4846174277490976,2.3153110739234215,8.072067935504716,0.8983430981592917,,,,,,,,,,,,,,,,,,,,,6.342222,0.3972507,7.1627865,5.89607,5.589549299893348,2.0651946205464977,7.7453865867763145,0.7946023974145736,-0.35332888848798905,1.4071238198815772,2.627507541464036,-2.5205611417106404
293,1407.0,0.0,0.0,4820.0,4820.0,9.0,2410.0,0.4577600000000359,8.346457665336748,8.346457665336748,1.0,417.47593212127686,,,,,,,,,0.5679845437407494,0.14643155060193874,0.7680286169052124,0.285016804933548,0.0001,0.0,0.0001,0.0001,3.8079348,1.7740288,6.8236113,1.2882782,4.620511042275958,2.3842607459866008,8.313186252208475,0.925517887599145,,,,,,,,,,,,,,,,,,,,,6.721092,0.5076045,7.363118,5.9370565,5.63690816030903,2.102415480443622,7.789903766927302,0.8056503074362534,-0.2918102701965693,1.2031019498618503,2.087730379153164,-2.9277700947615686
294,1417.0,0.0,0.0,4840.0,4840.0,10.0,2420.0,0.45746000000003617,8.125387167574452,8.125387167574452,1.0,418.9723906517029,,,,,,,,,0.8923190832138062,0.9854840710753578,3.622390031814575,0.24866971373558044,0.0001,0.0,0.0001,0.0001,4.582511,3.7454534,14.571731,1.3489155,4.469618845670764,2.3181928766187694,8.08877975887662,0.8211369784985411,,,,,,,,,,,,,,,,,,,,,6.073228,0.62796056,7.149843,5.396946,5.791422006465472,6.35753287584806,106.63320667778588,0.7966292574318398,0.09455523236008631,1.3785347043658747,2.8435479014621388,-1.6522758074640789
